time,Speed_Compact_Winter_Test1,Speed_Compact_Winter_Test2,Speed_Compact_Winter_Test3,Speed_Compact_Winter_Test4,Speed_Compact_Winter_Test5,Speed_Compact_AllSeason_Test1,Speed_Compact_AllSeason_Test2,Speed_Compact_AllSeason_Test3,Speed_Compact_AllSeason_Test4,Speed_Compact_AllSeason_Test5,Speed_Compact_Summer_Test1,Speed_Compact_Summer_Test2,Speed_Compact_Summer_Test3,Speed_Compact_Summer_Test4,Speed_Compact_Summer_Test5,Speed_Sedan_Winter_Test1,Speed_Sedan_Winter_Test2,Speed_Sedan_Winter_Test3,Speed_Sedan_Winter_Test4,Speed_Sedan_Winter_Test5,Speed_Sedan_AllSeason_Test1,Speed_Sedan_AllSeason_Test2,Speed_Sedan_AllSeason_Test3,Speed_Sedan_AllSeason_Test4,Speed_Sedan_AllSeason_Test5,Speed_Sedan_Summer_Test1,Speed_Sedan_Summer_Test2,Speed_Sedan_Summer_Test3,Speed_Sedan_Summer_Test4,Speed_Sedan_Summer_Test5,Speed_SUV_Winter_Test1,Speed_SUV_Winter_Test2,Speed_SUV_Winter_Test3,Speed_SUV_Winter_Test4,Speed_SUV_Winter_Test5,Speed_SUV_AllSeason_Test1,Speed_SUV_AllSeason_Test2,Speed_SUV_AllSeason_Test3,Speed_SUV_AllSeason_Test4,Speed_SUV_AllSeason_Test5,Speed_SUV_Summer_Test1,Speed_SUV_Summer_Test2,Speed_SUV_Summer_Test3,Speed_SUV_Summer_Test4,Speed_SUV_Summer_Test5
48.43,25.431,25.729,24.853,25.405,24.393,24.964,26.221,24.52,24.104,24.207,24.095,25.501,25.457,25.072,24.172,NaN,24.906,24.501,25.153,24.213,24.668,24.413,26.341,23.402,24.77,23.709,25.352,25.849,23.815,23.733,24.488,23.667,24.319,23.1,23.899,24.377,23.437,23.815,23.694,23.255,23.558,24.258,24.716,24.309,24.142
48.44,24.5,25.61,25.428,24.85,24.877,24.184,26.38,24.541,25.063,25.745,24.929,24.783,NaN,NaN,24.178,25.028,25.616,24.29,25.538,23.829,24.569,24.747,25.627,24.562,25.145,24.358,26.574,25.233,24.327,24.049,24.231,24.118,24.534,23.741,23.624,23.472,NaN,24.656,25.402,24.716,24.941,24.137,23.879,23.441,24.39
48.45,24.998,25.047,25.508,NaN,25.564,25.099,25.16,23.993,24.537,24.839,23.838,24.798,24.095,24.991,25.231,25.007,24.957,24.994,25.223,24.384,25.497,24.893,25.185,23.919,25.222,25.417,24.593,25.014,25.567,NaN,24.146,24.097,24.325,23.872,22.094,24.158,22.988,24.873,24.983,24.362,23.908,23.337,24.766,22.892,23.36
48.46,24.933,25.336,25.62,25.751,25.061,25.42,25.901,24.393,25.131,23.542,25.38,23.579,25.38,24.47,24.114,24.754,24.986,23.999,25.356,23.607,24.884,NaN,25.316,24.676,25.217,24.621,24.622,24.74,24.476,24.072,24.128,24.009,23.628,22.513,23.96,23.875,23.197,24.134,23.241,24.956,23.577,24.608,24.61,24.044,23.988
48.47,25.579,24.129,24.652,25.738,24.251,25.239,24.782,25.561,25.518,24.868,NaN,25.198,25.3,24.952,23.891,23.997,25.517,25.873,25.026,24.002,24.886,25.473,24.521,23.681,25.151,24.49,24.922,25.581,25.295,24.314,23.281,24.598,23.413,22.397,23.713,24.106,23.574,24.332,24.53,24.071,23.845,24.57,24.268,23.812,23.476
48.48,24.588,23.731,24.381,25.034,24.51,25.316,25.123,24.195,24.735,25.279,23.842,24.168,24.997,25.057,23.335,25.134,23.972,24.117,24.998,24.075,25.427,24.208,24.159,24.059,24.096,24.608,26.192,25.025,24.744,24.099,23.732,22.732,24.621,24.319,23.431,23.02,22.852,23.301,24.176,24.791,23.997,24.337,23.95,24.694,24.237
48.49,24.404,24.201,24.787,25.002,25.261,26.364,24.735,25.128,25.416,25.597,24.405,24.47,23.811,25.852,24.972,25.57,26,25.418,25.958,24.815,25.575,23.9,25.133,23.039,25.366,25.351,26.243,26.233,24.324,24.484,23.93,23.969,24.148,23.467,24.194,24.216,22.98,23.347,23.249,23.655,23.744,23.362,24.742,NaN,24.434
48.5,24.853,24.956,25.259,25.79,24.407,24.578,25.351,25.558,24.422,25.499,23.488,25.282,25.13,24.47,24.209,24.26,24.708,25.257,25.301,24.032,25.44,24.718,25.302,24.525,24.139,24.57,25.837,24.61,24.823,24.479,23.283,22.481,24.662,23.279,23.068,24.854,23.806,23.531,24.255,24.166,24.22,23.481,24.849,24.041,23.666
48.51,24.711,25.371,25.633,25.943,25.577,25.355,25.991,24.521,24.474,25.01,23.929,24.395,25.045,25.307,25.056,25.083,24.954,25.506,24.273,24.425,25.141,24.427,26.326,23.666,24.979,23.481,24.621,24.58,23.573,24.799,22.769,23.732,25.136,NaN,24.107,24.179,NaN,24.424,NaN,24.775,24.644,23.494,23.804,23.429,24.496
48.52,23.781,24.28,23.945,25.588,26.089,24.292,26.125,25.315,24.682,24.634,24.91,24.959,24.431,24.776,25.44,24.889,25.374,24.906,25.117,25.366,24.647,25.116,26.755,24.423,24.877,23.482,25.608,24.712,24.538,24.977,23.02,23.825,24.026,NaN,23.726,23.65,23.855,24.567,24.694,25.117,23.443,24.886,23.345,24.7,23.657
48.53,24.524,24.413,24.391,25.385,25.195,25.525,24.537,24.103,25.219,24.093,24.632,24.7,24.818,24.706,23.514,25.762,25.512,24.632,25.273,24.702,24.035,24.378,24.795,24.445,25.703,23.507,24.37,25.556,25.656,24.886,23.683,24.401,23.315,22.766,23.795,24.475,23.922,24.419,24.717,24.742,24.631,24.439,24.304,23.943,24.319
48.54,24.506,25.263,24.006,24.725,24.778,24.743,25.846,24.09,23.596,24.881,24.886,25.52,25.019,24.44,25.032,25.713,25.745,25.623,24.563,24.728,25.388,23.695,25.265,23.795,25.635,24.816,25.303,24.677,25.193,24.87,24.819,24.351,23.566,23.483,24.217,24.483,23.711,24.568,NaN,25.184,24.637,25.774,24.522,23.122,22.68
48.55,24.678,25.667,24.955,25.051,25.319,24.322,25.075,24.343,23.95,23.345,24.66,23.732,25.214,NaN,24.825,25.435,26.473,24.472,25.015,24.758,24.738,25.543,25.666,25.139,25.261,25.641,24.408,26.091,24.586,23.768,23.232,NaN,NaN,23.778,23.191,23.241,23.932,23.506,24.745,23.383,24.298,24.329,25.423,24.249,23.904
48.56,24.661,23.731,23.945,26.577,25.685,24.475,24.898,25.534,24.999,24.99,25.67,23.962,26.136,24.206,24.597,24.808,25.032,25.073,23.993,24.66,24.059,24.563,25.012,24.045,24.946,NaN,25.177,25.585,24.801,NaN,23.967,24.229,23.297,24.611,23.18,NaN,22.565,24.775,24.674,24.939,24.13,23.471,24.298,23.689,24.615
48.57,24.937,25.147,24.569,25.448,25.003,24.399,24.431,23.869,23.84,25.065,25.194,24.829,24.482,24.85,25.044,24.94,25.972,24.779,25.465,23.579,25.093,24.209,25.839,23.946,24.125,25.396,25.46,24.668,23.541,24.804,22.716,22.903,23.887,24.334,23.228,24.64,22.46,24.362,NaN,23.561,25.434,24.565,23.901,NaN,24.297
48.58,24.177,25.24,24.786,NaN,25.63,24.575,24.968,24.932,24.631,24.67,25.162,24.915,24.925,24.05,24.756,25.129,25.399,25.023,25.223,24.53,25.357,24.668,24.656,25.725,25.324,25.9,25.734,24.112,24.541,24.866,24.023,23.295,23.963,22.639,24.083,24.609,24.22,23.473,24.944,23.263,24.24,24.866,24.162,23.411,22.317
48.59,24.184,25.223,24.082,27.228,26.798,24.895,NaN,25.338,24.37,24.584,23.354,25.544,23.884,23.966,24.432,24.913,24.92,25.216,25.911,23.554,24.539,24.031,25.945,23.741,25.287,NaN,25.994,24.579,24.694,NaN,24.037,23.874,24.753,23.709,22.15,24.274,22.618,24.41,24.275,23.442,24.514,23.58,24.968,24.582,24.769
48.6,24.749,25.295,25.517,25.681,24.378,25.645,24.197,23.986,24.709,25.063,24.434,23.812,24.609,25.187,25.316,NaN,25.778,25.7,25.271,25.218,25.874,24.977,26.423,24.274,25.053,25.791,25.986,23.757,25.473,24.448,23.623,23.632,24.559,23.058,24.394,23.598,23.607,24.526,23.765,24.924,23.931,23.937,24.112,24.861,24.085
48.61,25.243,25.512,25.842,25.61,24.991,24.828,25.292,25.148,25.503,24.918,25.259,24.702,25.038,24.119,24.381,24.468,25.226,25.062,23.958,24.294,24.663,25.278,25.647,23.469,24.861,24.009,25.15,25.105,24.618,24.774,24.574,24.216,23.991,22.967,23.05,23.772,23.054,24.556,23.81,24.319,23.508,24.597,24.442,23.327,23.922
48.62,25.253,25.249,25.394,26.464,26.173,25.948,24.866,24.035,25.424,24.332,25.194,25.256,24.568,24.021,24.99,24.008,25.05,24.515,25,25.249,24.397,24.976,25.487,24.385,25.533,25.75,25.506,25.426,24.235,24.721,23.339,22.621,23.524,23.974,23.347,23.868,23.607,24.571,24.541,24.932,23.391,23.506,23.934,24.4,24.151
48.63,24.399,25.387,24.747,25.2,25.39,25.632,25.827,24.494,24.55,24.678,24.899,24.642,24.234,25.267,23.931,25.799,24.18,25.965,23.132,NaN,25.366,24.891,24.64,24.419,26.149,24.647,24.878,25.711,24.479,24.929,24.698,22.663,24.159,22.351,23.76,23.29,23.886,24.391,23.55,25.258,24.634,23.646,24.44,23.679,24.441
48.64,25.562,24.917,24.657,25.76,24.919,24.676,24.538,24.701,24.525,25.094,24.92,24.355,24.46,24.33,23.707,24.428,25.673,24.224,25.254,24.335,24.893,24.586,24.33,24.773,24.751,24.776,26.514,25.862,25.495,23.118,24.036,NaN,24.817,23.549,23.859,23.728,23.521,24.577,25.301,25.672,24.775,24.047,24.506,24.524,23.629
48.65,25.09,24.119,25.237,25.611,25.378,25.265,26.073,25.334,25.136,25.026,24.286,24.667,24.9,25.451,24.851,25.171,24.738,25.166,NaN,25.189,24.621,25.017,25.726,23.561,24.44,24.752,24.181,26.526,25.318,24.432,23.876,22.704,24.004,23.521,23.787,23.732,22.993,23.563,24.246,24.779,24.695,24.214,24.485,23.712,NaN
48.66,25.807,25.266,23.819,25.469,25.618,23.964,25.609,NaN,24.909,24.801,25.021,24.214,25.475,24.331,24.456,NaN,24.729,25.072,24.401,24.698,24.883,25.604,25.948,24.694,25.643,25.43,NaN,25.862,24.074,25.03,23.645,24.108,23.519,23.684,23.848,NaN,23.777,24.011,24.688,25.667,24.65,24.702,22.832,NaN,22.908
48.67,24.741,24.739,25.596,25.306,26.356,25.571,25.84,24.446,23.987,24.801,24.83,25.013,25.282,24.138,24.56,23.87,24.593,24.969,24.519,24.888,25.154,24.726,25.435,25.001,25.63,24.059,24.031,25.493,23.853,24.275,23.157,NaN,23.424,23.45,23.637,24.432,23.007,23.367,24.282,25.478,24.228,23.377,23.555,23.639,24.242
48.68,24.899,25.131,24.06,24.991,24.848,25.012,24.975,24.721,24.179,24.757,24.698,24.722,24.919,24.278,24.948,24.007,25.374,24.702,24.459,24.256,25.695,24.03,24.312,24.053,25.016,24.782,25.279,24.322,25.21,24.38,23.858,23.406,23.353,24.111,22.254,23.542,23.421,24.311,NaN,24.547,23.207,23.726,23.442,23.862,24.093
48.69,NaN,25.33,23.969,24.868,25.361,24.57,25.309,23.388,25.112,23.405,24.373,24.058,24.846,26.019,23.477,24.053,25.056,25.276,26.039,24.619,24.192,23.697,25.706,24.586,25.684,24.363,24.71,23.975,25.897,23.661,23.918,23.567,23.238,22.421,22.676,23.433,23.861,23.786,24.725,24.015,23.468,24.63,23.374,24.261,23.145
48.7,25.58,24.945,25.552,25.319,26.313,24.913,25.002,25.401,25.418,24.526,23.79,24.422,25.27,25.533,25.172,25.498,25.037,24.359,25.559,24.614,24.95,23.886,24.638,24.519,25.125,24.821,25.367,25.139,24.329,23.63,23.5,22.526,24.18,24.26,23.687,24.469,23.287,24.151,24.953,22.964,23.381,24.303,23.592,22.895,23.322
48.71,25.384,25.816,23.931,26.381,25.48,24.878,24.169,24.494,24.952,25.227,24.748,24.443,24.398,24.616,24.639,24.783,25.328,26.023,25.175,24.417,25.952,NaN,25.985,24.904,25.156,25.762,25.374,24.996,25.883,25.016,22.794,24.114,23.747,22.538,23.012,23.512,23.698,24.493,24.628,24.284,24.563,24.238,24.154,22.755,24.095
48.72,23.798,25.884,24.664,NaN,26.35,25.079,25.476,23.435,23.934,25.374,25.3,24.81,25.401,24.252,24.267,23.18,25.771,25.212,24.424,23.341,23.274,24.458,25.697,24.808,24.812,25.36,24.648,24.164,25.17,25.513,23.743,23.614,NaN,22.399,23.044,24.096,23.083,22.561,24.279,23.906,23.903,23.572,24.883,24.118,23.97
48.73,25.303,25.523,24.62,25.196,25.827,25.095,24.821,24.473,NaN,NaN,24.679,24.019,25.714,24.879,23.767,24.749,25.367,26.378,25.251,23.543,25.321,24.948,25.225,24.355,25.214,NaN,24.997,25.633,25.181,23.813,23.971,22.862,24.258,23.794,24.451,25.405,24.043,23.405,NaN,22.907,24.491,24.549,23.099,23.61,24.178
48.74,25.71,24.324,25.029,25.958,25.657,24.702,24.287,25.25,25.047,NaN,25.102,24.801,25.954,25.087,25.755,24.175,25.362,25.933,25.024,25.658,24.448,24.46,25.923,23.396,25.164,24.672,25.547,25.784,24.62,24.875,22.95,23.063,25.026,23.086,23.028,24.416,23.749,23.945,NaN,23.64,24.878,24.12,24.916,23.392,23.412
48.75,24.863,25.812,23.926,25.349,25.161,24.903,24.9,25.189,26.099,25.241,25.586,25.48,23.989,25.35,24.722,24.726,25.092,25.311,25.715,24.699,25.635,25.682,25.277,24.452,24.944,25.035,24.701,24.834,24.97,24.443,23.957,23.944,24.736,24.008,23.522,23.815,23.651,23.728,24.085,24.482,25.231,24.236,25.112,22.844,24.172
48.76,23.315,24.969,24.291,23.788,24.194,24.595,25.799,24.817,NaN,25.277,24.505,23.548,24.62,23.907,24.559,25.288,24.715,24.813,24.27,25.204,NaN,23.895,26.231,24.589,24.491,25.116,25.076,25.259,25.621,24.661,24.359,23.975,24.808,23.016,23.457,24.095,23.304,24.084,24.061,24.162,23.368,23.559,24.19,24.215,23.905
48.77,23.683,24.791,24.786,25.381,25.82,24.498,25.696,25.542,25.359,NaN,24.493,24.766,24.701,24.453,24.391,24.714,24.906,26.03,25.78,24.685,24.798,24.86,25.097,24.624,25.563,25.333,24.907,24.651,24.934,NaN,23.531,24.454,22.65,23.089,22.921,23.448,23.121,24.683,24.885,24.342,23.525,24.435,25.076,23.909,24.028
48.78,25.949,25.013,25.321,24.815,24.332,24.662,25.647,26.144,25.134,24.88,24.173,24.847,25.754,25.278,24.764,24.1,24.699,26.084,24.211,25.315,23.988,25.245,25.265,23.685,25.322,24.574,25.305,25.664,24.358,25.362,23.522,22.551,23.441,23.221,23.766,22.972,23.724,24.17,25.028,24.856,24.544,23.197,24.372,24.529,23.726
48.79,23.999,24.676,23.703,25.847,25.569,25.602,25.119,25.128,NaN,26.041,24.277,24.482,24.51,24.701,23.923,24.317,25.695,24.727,25.085,24.458,25.684,24.961,24.78,24.597,25.166,24.138,25.325,24.075,24.689,24.774,24.553,23.494,23.827,22.964,23.679,23.679,22.29,25.456,NaN,24.494,23.83,24.09,23.57,24.029,24.165
48.8,24.438,25.18,24.816,24.452,25.58,25.42,24.916,23.568,25.078,25.773,23.978,23.357,24.156,24.804,24.736,25.367,25.022,25.678,25.099,24.709,25.215,25.191,25.11,23.542,24.781,23.934,23.864,23.982,23.829,25.147,23.547,21.954,24.442,24.117,23.597,24.458,23.46,24.573,23.586,24.693,23.553,23.381,22.833,NaN,25.197
48.81,25.401,25.509,25.665,25.061,25.182,24.864,24.655,24.132,25.205,25.093,23.738,24.047,25.503,24.231,24.282,24.241,25.93,25.264,25.199,23.634,25.318,24.703,25.237,24.468,24.357,24.252,24.531,25.517,25.492,24.666,24.229,23.832,23.359,24.1,23.692,24.25,23.407,22.846,23.681,24.521,24.163,23.407,23.842,23.288,23.775
48.82,25.048,24.514,25.08,NaN,26.214,25.552,24.661,24.112,23.977,24.751,24.536,25.215,24.598,24.474,24.193,24.165,24.89,25.07,25.181,24.474,25.465,24.827,26.073,24.076,25.9,25.242,NaN,25.053,23.713,NaN,22.899,22.556,23.749,23.523,23.004,24.071,22.564,24.538,24.93,23.734,24.836,24.951,24.444,24.257,23.561
48.83,23.922,24.897,24.494,25.576,26.167,23.869,26.453,23.887,25.07,24.84,25.28,24.384,24.901,24.15,24.509,25.283,26.21,25.488,24.167,24.241,24.814,25.449,24.277,24.129,24.17,24.119,25.92,25.052,25.251,24.818,22.927,24.411,24.074,22.95,23.627,23.578,22.977,25.428,23.634,25.058,24.3,23.115,22.554,NaN,24.098
48.84,24.771,25.536,23.942,25.235,24.884,24.388,25.181,24.853,24.134,23.874,24.88,25.466,24.498,24.603,23.512,25.09,25.486,24.775,25.765,24.801,24.991,24.105,25.312,25.423,24.949,24.45,25.59,25.555,24.353,24.658,23.119,23.849,23.911,24.08,23.292,25.066,23.15,23.546,24.268,24.764,24.278,24.647,24.361,25.167,25.207
48.85,24.205,24.959,24.905,NaN,25.724,24.02,25.038,25.455,24.455,25.468,23.786,25.435,25.322,25.333,24.519,24.298,24.908,24.506,24.881,23.908,25.095,24.709,25.599,24.294,25.351,24.921,25.816,25.468,25.035,24.924,24.427,23.41,24.534,23.426,23.807,24.321,23.526,24.816,24.419,24.149,24.65,23.353,23.455,24.036,24.916
48.86,24.853,25.33,24.822,25.55,24.387,24.662,24.029,24.158,24.378,23.427,24.885,23.9,25.632,24.918,24.819,25.435,25.444,25.059,25.522,24.366,25.427,25.207,25.872,24.335,24.314,25.229,25.966,25.844,25.416,24.535,24.058,22.534,24.188,24.008,23.809,24.117,22.682,23.965,24.543,24.105,24.55,24.867,24.028,24.588,NaN
48.87,25.011,25.008,25.6,25.671,25.529,24.297,25.81,24.041,25.125,24.29,24.792,23.978,24.849,24.502,24.63,25.612,25.151,25.366,24.126,24.327,24.178,24.961,25.943,24.412,24.833,25.131,NaN,NaN,24.487,24.1,23.422,23.994,23.653,22.509,23.36,24.308,23.225,25.206,24.706,24.208,24.176,24.806,24.983,23.95,23.411
48.88,24.433,24.848,24.65,25.249,25.536,24.096,24.484,24.131,24.335,24.847,24.591,24.759,25.717,24.655,24.59,24.65,25.226,26.319,24.342,24.997,24.487,24.938,24.17,24.446,24.627,25.323,24.496,23.809,23.63,24.048,24.266,NaN,23.27,23.613,24.112,23.522,22.271,24.153,24.514,24.482,24.948,24.296,24.544,NaN,23.708
48.89,23.8,25.223,23.736,24.914,25.431,24.749,25.886,24.507,24.466,24.501,23.562,26.003,24.519,25.253,24.698,24.697,25.605,25.193,24.204,24.081,24.102,25.641,24.618,24.854,25.048,24.204,25.41,25.375,24.979,23.379,23.355,24.733,24.365,24.1,24.11,24.338,22.633,24.56,23.695,23.234,24.599,23.901,24.42,24.981,23.59
48.9,NaN,24.33,24.487,24.861,25.157,24.413,25.024,24.74,25.233,25.485,25.46,24.927,25.042,24.75,24.714,24.855,25.503,24.202,24.984,24.588,26.38,24.122,23.924,23.276,26.24,24.35,25.255,23.452,24.867,25.049,23.56,23.511,23.452,22.705,23.716,24.577,23.083,24.177,24.852,24.737,24.118,25.058,24.609,24.14,24.385
48.91,25.351,25.018,25.306,26.375,26.018,23.726,25.009,23.934,24.964,25.27,24.258,24.677,25.048,23.983,24.887,25.771,24.928,25.641,NaN,24.49,25.662,23.384,25.032,25.07,25.262,25.25,25.017,25.015,25.272,23.659,23.678,24.603,24.226,24.273,23.363,25.019,23.31,23.791,23.846,24.274,23.502,24.475,23.763,22.613,24.703
48.92,NaN,25.765,23.571,24.583,25.309,24.748,24.86,25.2,NaN,25.129,23.785,24.715,25.03,24.603,24.92,NaN,24.258,24.102,24.133,24.354,25.653,23.915,25.076,24.749,26.043,23.015,24.135,25.279,23.832,23.839,24.425,23.7,24.098,23.885,23.791,24.183,22.851,24.574,NaN,24.968,24.465,23.602,25.016,24.436,NaN
48.93,24.819,23.839,25.182,24.656,25.184,25.676,25.079,23.951,23.912,25.436,25.038,24.593,25.04,24.586,25.423,25.446,25.14,24.039,24.523,23.993,26.136,23.485,24.585,25.084,25.821,25.007,26.329,25.182,24.735,24.318,23.576,24.154,NaN,24.336,23.964,25.22,23.843,24.768,24.555,23.926,24.332,24.074,23.582,NaN,25.193
48.94,25.477,24.895,23.769,24.683,25.004,24.614,25.114,25.588,24.839,24.511,24.519,24.277,23.858,25.527,23.953,24.812,25.05,25.493,25.107,24.549,23.979,25.344,25.04,24.673,25.233,25.197,25.604,25.884,24.48,25.285,22.978,23.434,24.098,23.899,22.861,24.004,22.554,25.173,25.349,24.013,24.824,24.821,24.21,23.059,23.68
48.95,25.081,25.657,24.083,24.674,25.448,26.228,24.287,24.323,25.343,24.208,24.552,25.208,23.217,25.091,25.354,24.444,23.981,23.754,24.164,25.346,24.781,NaN,25.277,24.564,25.525,NaN,26.386,25.088,25.143,25.195,24.293,24.619,24.616,23.749,22.675,24.17,24.076,23.842,24.371,24.016,24.886,24.514,24.021,23.734,24.589
48.96,24.654,25.011,25.143,NaN,25.979,24.842,26.1,24.886,24.504,24.993,25.004,23.12,25.804,23.504,24.967,24.293,25.072,25.418,24.475,23.825,24.792,24.592,24.43,24.707,25.211,23.95,25.045,24.626,24.618,24.977,23.853,23.739,24.15,23.998,24.608,23.244,24.139,24.487,24.204,24.321,24.261,23.998,24.6,23.702,23.429
48.97,24.541,24.953,24.959,25.479,23.727,24.544,24.838,24.774,25.658,24.921,24.644,25.181,25.009,25.221,25.307,25.62,26.009,25.036,25.355,24.501,25.186,24.114,25.468,24.819,25.879,25.402,24.61,25.443,25.615,24.946,23.473,23.249,23.176,22.767,23.141,23.275,23.558,23.75,23.748,25.586,24.575,24.548,24.605,24.796,24.353
48.98,25.584,24.878,24.555,26.257,25.053,25.09,NaN,25.529,24.605,25.102,25.255,24.368,25.551,NaN,23.665,24.331,24.78,26.046,25.669,25.13,24.81,25.87,24.99,24.25,25.032,24.82,25.6,25.696,24.838,25.177,24.011,23.972,24.1,24.012,23.846,25.046,23.226,22.608,25.45,24.862,23.885,24.569,24.696,24.864,24.839
48.99,24.598,25.217,24.131,25.287,25.542,24.301,25.669,24.769,25.089,NaN,25.236,24.518,24.803,24.866,24.467,24.316,24.751,24.803,25.338,24.355,26.089,25.023,24.597,25.026,25.115,25.656,25.205,24.874,25.478,NaN,23.197,24.152,22.282,22.946,22.526,25.509,21.879,24.358,23.957,24.078,23.602,24.547,24.75,24.59,24.481
49,23.607,25.967,24.653,25.399,25.111,24.502,25.627,24.171,23.855,25.257,25.316,24.084,25.655,24.889,24.384,24.247,25.452,25.056,25.119,24.321,24.828,23.986,25.043,24.088,25.782,24.354,25.352,26.462,25.07,23.78,23.836,24.099,23.97,23.48,24.169,23.456,23.132,24.49,24.185,24.269,23.413,23.245,24.796,23.512,24.159
49.01,23.336,25.584,24.138,24.659,26.025,24.867,24.304,24.969,24.69,25.882,23.494,25.274,24.567,23.735,25.057,25.62,24.92,25.303,25.4,24.992,25.164,25.865,26.356,23.972,24.73,24.573,24.929,23.317,23.875,24.519,22.842,23.658,24.3,22.952,23.528,25.274,23.455,24.789,24.373,23.72,23.68,25.091,22.701,24.634,24.148
49.02,24.261,26.027,25.585,NaN,24.789,25.152,24.495,25.134,25.095,24.318,25.116,NaN,24.628,24.859,25.619,25.017,25.929,24.774,25.007,25.252,25.76,24.125,25.686,25.809,25.408,25.046,26.261,25.327,24.42,24.294,24.365,23.041,23.968,22.116,22.96,24.518,22.983,24.804,23.355,24.146,23.144,25.19,24.646,23.918,23.275
49.03,25.758,25.082,25.189,25.617,25.515,24.021,24.285,24.803,26.011,25.652,25.023,23.979,25.577,25.697,23.535,25.211,25.474,24.835,25.595,25.223,24.992,23.445,25.225,24.553,24.554,24.411,25.572,24.922,23.911,25.071,22.78,NaN,24.126,22.789,22.446,23.473,23.278,24.786,25.183,25.05,24.074,24.715,24.152,24.052,23.192
49.04,24.951,25.117,23.853,24.883,24.868,24.556,25.679,24.955,24.499,23.763,23.208,23.917,24.564,NaN,24.98,NaN,25.404,24.578,25.494,25.376,25.784,24.136,25.423,24.215,24.925,25.375,24.957,23.726,24.803,25.02,23.654,24.404,NaN,23.817,23.495,24.016,24.012,23,24.479,23.374,24.694,23.481,24.355,24.454,23.911
49.05,24.949,24.359,24.057,25.368,25.318,23.746,24.306,25.538,24.572,23.796,24.141,25.162,25.235,24.611,24.46,24.593,24.267,25.227,25.58,24.532,24.595,24.662,25.559,25.008,24.884,24.791,24.867,25.566,25.006,23.501,23.367,23.221,23.994,22.282,24.031,24.493,23.586,24.998,24.517,23.799,24.311,23.835,24.167,23.631,24.153
49.06,25.789,25.419,23.375,25.293,24.818,25.628,26.077,25.152,25.191,25.207,24.515,24.974,24.492,24.37,24.567,24.904,25.079,25.32,NaN,24.635,26.171,24.416,25.924,24.548,24.717,24.304,26.408,25.67,24.856,23.186,22.968,23.244,24.047,22.334,22.425,24.11,22.652,24.222,24.158,24.138,24.007,24.213,23.604,22.767,24.295
49.07,23.892,25.065,24.857,26.258,25.95,24.817,25.199,24.393,24.465,NaN,24.353,25.819,25.168,24.503,25.468,24.367,25.471,25.255,25.101,23.69,25.846,24.53,24.989,24.524,23.871,24.895,25.24,25.138,25.647,23.481,24.362,23.916,24.14,23.11,22.961,24.314,23.519,24.792,23.718,24.27,24.709,22.903,23.856,23.73,23.874
49.08,24.69,24.704,24.97,25.133,24.989,25.264,25.495,24.9,24.988,25.003,24.094,24.684,24.105,24.816,24.979,24.847,24.975,25.281,25.582,24.379,24.51,24.476,25.455,25.363,25.702,24.457,25.001,24.832,24.952,23.713,23.53,23.963,22.582,22.971,24.132,23.746,22.79,23.388,NaN,23.899,23.712,24.382,22.861,23.99,23.76
49.09,25.441,24.891,24.869,26.451,24.562,25.329,24.376,24.92,25.197,24.56,NaN,24.822,24.71,24.635,24.807,24.252,25.855,25.122,25.119,24.669,24.884,24.413,25.08,24.359,25.831,24.34,25.22,25.402,23.798,24.53,23.992,24.213,23.198,24.302,23.134,23.289,23.673,24.278,23.759,23.088,24.006,23.882,24.351,23.717,24.422
49.1,23.793,24.911,23.79,25.416,24.929,25.708,25.844,25.107,25.211,25.278,25.191,24.797,24.756,25.029,25.01,24.894,25.206,25.068,NaN,23.829,25.412,24.117,25.402,24.407,24.863,24.986,25.688,25.69,24.949,24.463,23.843,22.813,23.739,23.588,23.285,23.566,23.026,23.795,23.676,24.555,24.752,24.386,25.246,24.577,24.137
49.11,25.101,24.601,25.653,24.872,24.97,23.952,25.799,25.797,25.286,24.631,24.12,24.476,24.355,24.027,25.327,24.577,25.462,25.154,25.423,24.01,24.257,23.635,24.563,23.959,24.907,24.167,24.522,25.947,25.326,25.31,23.82,24.307,24.068,23.264,24.273,23.549,24.035,23.376,24.704,23.742,24.267,23.593,24.394,23.759,24.077
49.12,24.648,25.066,25.161,25.13,26.017,24.645,24.82,24.239,24.82,25.05,24.147,25.019,25.229,24.879,24.78,25.147,25.594,25.352,24.872,24.252,25.022,24.27,24.889,23.522,25.3,24.63,25.996,26.307,23.769,24.656,23.272,NaN,NaN,22.623,23.747,NaN,24.017,25.356,23.537,24.262,23.467,24.394,23.465,23.915,23.755
49.13,24.917,24.982,24.01,25.418,25.482,25.463,25.663,25.227,25.337,25.136,24.258,23.727,24.503,25.482,24.789,24.329,24.825,24.651,25.92,25.755,25.242,24.357,25.043,25.294,24.442,25.303,24.782,25.316,25.328,24.938,22.595,NaN,23.798,24.297,24.194,24.839,23.806,24.424,24.027,23.903,23.045,24.49,25.653,22.867,23.944
